resource_id,description
clisublrd06u3mg0hihfsp8b8,Vaccine Services
clis0blko0675mg0hed1y0e7a,Adult education department delivers English for Speakers of Other Languages (ESOL) program.
clirzzbhs06oslc0hdomi6l8l,A sober living house for women.
clirzwuuz06oklc0hs86qruta,"Temporary shelter for homeless women & children. 50$ weekly fee for singles, 70$ weekly fee for women with children."
clirzsydn06mulc0hpxlz68ce,"Provides career, educational, empowerment, support, and wellness programs for women."
clirznpcu06lylc0hnilov3pn,"Women’s Resource Center in Polk County dedicated to providing services to women, men, and families in crisis."
clirzl7vv06l8lc0hfysg2856,"Nonprofit organization offering programs for women in Tampa Bay. Provides services involving leadership, employment, counseling and wellness."
clirz15g906j4lc0h4spkupb4,"INDIVIDUAL SERVICES

English for Speakers of Other Languages (ESOL)"
cliry9wwh05xxmg0hb2knkpv3,Job Skills Training
clirxre3405v1mg0hlzkgzfnb,"Low income housing/Section 8.

Click here to apply : https://pascocountyhousing.org/apply-for-housing/"
clirryvu205ddmg0h5d7yhdl7,Addiction/Substance Abuse Services
clirrxtrf05welc0h5yfaib33,Mental Health Services
cliroqgtl05m8lc0h6u5ri16t,"Eligibility: Low-income families

Provides: Affordable housing (no HCV/ Section 8); referrals for after school program and summer program for qualifying low-income families

Service area: Tarpon Springs ONLY"
cliroecn405kilc0hftael49a,"Eligibility: Determined by income

Provides: Housing within Clearwater city limits, rental assistance to low-income families in low-rent public
housing project and in the private sector through the Section 8 Housing Assistance Payment Program

Service area: Clearwater ONLY"
clioz5byk01q6mg0h61b0wmrs,"Veterans

Notes: Homeless Outreach, 5 free nights @ Salvation Army , 60 Contract Beds Sponsored by VA, Grant Per Diem up to 2 years, Referral to other VA Services.

Hours: Call for intake"
clioyteuj01sblc0hq4e8fqyx,"Transportation

Notes: Transportation for people with disabilities. Persons are eligible for this service if they have physical, cognitive, emotional, visual or other disabilities that prevent them from using HART fixed route bus system, either permanently or under certain conditions.

Hours: Apply online or call for assistance."
clioy2lny01ohlc0h69o2w0xk,"Substance Abuse

Contact: Lisa Beck

Notes: Primary Substance use services and help with mental health. Services for adults and children 10 and up"
clinqve1t01f4lc0ff8k49hvd,"Pregnancy

Notes: The program provides services for teen mothers and expecting teens who are in foster care."
clinqtdbh01eilc0f4gb5skum,"Pregnancy

Contact: Nedra Messenger

Notes: Local remote workers covering all counties in Florida. Full adoption services as well. Temporary childcare during family crisis.

Hours: 24-hour hotline 1-800-BETHANY (238-4269)"
clinqghpa01bclc0fyhtl3g0f,"Legal Assistance

Notes: County wide/Multiple Locations-Family, Domestic Violence, Tax,Landlord/Tenant."
clinqelpq06gdmg0hd5wjn8z8,"Inmate Services/Substance Abuse

Contact: Jennifer Brown"
clinqb4yo06fjmg0h9xr9bgvu,"Free civil legal aid to those who qualify financially. Family law, bankruptcy, housing, criminal records expunction."
clinq3kpa019slc0faacjk2ly,"Housing

Contact: Patty Campbell

Notes: Affordable housing ownership"
clinpzq6w0194lc0f00hl440e,"Housing

Contact: Suzanne Cockran

Notes: HUD rehousing program for homeless with dependent children & 55 older housing for homeless or sharing.

Hours: Monday-Friday 8 am-5 pm; free immigration consultations MondaySaturday 9 am-12 pm."
clinl6qwu00p9lc0fbst6wcsu,"Homeless

Contact: Edwina Reddick

Notes: Provides temporary housing up to 90 days and case management to area children and their families experiencing homelessness. Drug testing/background check for family members 18 and over. Must call for the initial intake. Family Promise is NOT an emergency shelter.

Hours: Applications accepted via phone between 8:30 am and 4:30 pm. After hours, call if not answered are returned promptly the next business day."
clinl4ci800ovlc0flmoxokrl,"Pregnancy

Notes: Homeless pregnant women and mothers of young children

Hours: Call for an appointment or apply online"
clinkzi8j00nflc0f8k3tqaaw,"Homeless

Contact: Bob Blair

Notes: Helps homeless outreach events and other agencies with bags for the homeless, filled with food, hygiene products, socks, water, sunscreen, etc.

Hours: Call for times"
clinklhs800kblc0f5iurpwq8,"Health Insurance

Contact: Sylvia Velez

Notes: Bilingual in English and Spanish, Medicare Advantage Plans, Social Service Application assistance, sponsor/particpate in community events and volunteering."
clinjclmm00bylc0ffa5fsgk4,"Health Care

Contact: Carmen Flores-Zeigler

Notes: Faith Community Nurse at San Jose Mission Clinic work with patients
who are uninsured. Faith Community Nurses at St. Francis work with the
homeless.


Hours: Call for an appointment"
clinj745f00aulc0fqjwgxapd,"Health Care

Contact: Max Lorissaint

Notes: In home care and assistance

Hours: Call for appointment 813-764-9290"
clinimbke0595mg0hhz2exdbo,"We offer the following service at this location:

Energy Financial Assistance (Appointment Only)
Adult Education and Training Financial Assistance (Appointment Only)
Rental and Housing Financial Assistance (Appointment Only)
Youth Development Financial Assistance (Information Only)
Healthy Living Center (open to the public)
Head Start Center – South County"
clini09tv001ilc0f0xivr3aq,"Families and Children

Notes: Network of residential child-care campuses throughout the state of Florida offering a stable home to needy children.

ours: Call 800-765-3797 for more information or visit website at www.youthranches.org."
clinhucrh052tmg0hna956358,Notes: Senior activities
clinhpw2s050vmg0h4tvuvxeh,"Families and Children

Contact: Liz Brewer/Natalie R Santiago

Notes: The mission of Angel Foundation FL is to partner with businesses and individuals to be caring resources for families in our community experiencing temporary crisis due to a life threatening or catastrophic event."
clindj73e04c2mg0h0ivunnen,"Education/GED

Hours: Call for an appointment"
clincwgxx04b2lc0fe7l2hycd,"Education/GED

Contact: Kathy Hofteler

Notes: Child developmental screening

Hours: To schedule a screening call 813-837-7723"
clinblomt0409lc0fzonldycl,"Counseling

Notes: Counseling - telehealth only until further notice"
clina5jjk03s3lc0ff1fvsa1w,"Counseling

Contact: Lucia Soto

Notes: Sexual Assault Services"
clin9ny4903prlc0fgt9ihn3k,"Counseling

Notes: This prayer ministry offers unique inner healing and God honoring deliverance aimed at the root of things hindering your personal connection with the Father, Son and Holy Spirit. Through this prayer ministry, a person can walk freely into the life they were called to live and experience freedom, peace, and empowerment, allowing people to enter into a closer relationship with The Lord. Sessions last between 2 and 3 hours"
climu3rir02numg0hxmkihfon,"Childcare

Contact: Mildas

Notes: Free child care available for children from low-income families between 0-5 years old, including those with special needs. Early Head Start is for children 0-3; Head Start is for children 3-5 years old.

Hours: Apply online: hillsboroughcounty.org/residents/families/education-andschools/action-folder/head-start"
clikwmhix0873lo0g9fcb5w4p,"Case Management/Resources

Contact: Christina Ward"
clikve5ul0nf5qm0h4qgxledx,"WCase Management/Resources

Contact: Julian Lugo

Notes: The center’s goal is to help men gain employment, disability coverage, or housing and teach them important life skills."
clikuqrjl07whlo0g0k1ggcpt,"Case Management/Resources

Contact: Cindy Tilley

Notes: Provides assistance for children who have aged out of foster care."
cliktiy5c0nafqm0h2md3hx2z,"Credit Counseling

Contact: Diane Converse"
cliksovcy07nnlo0gzoyq6wji,"Behavioral Health/Mental Health

Contact: Danielle Harris

Hours: Call 813-977-8700"
cliks2rb10mytqm0hk4g6vfi5,"Vision

Contact: Enrique Alvarado

Notes: Once a month Vision Screening for adults and children. COVID precautions, meeting normally. Walk-ins welcomed."
cliht3to10dtxqm0h3mc1bcnj,"Emergency Housing

Confidential Location • North County: 727-298-1606 South County: 727-893-1126 or 727-893-1893.

Eligibility: Youth and/or families with children between the ages of 10-17; clients may not have charges
pending; no history of extreme violence."
clihsuk9h0dt5qm0hmyexvt11,"Multiple Locations.

Eligibility: Families with legal custody of children under the age of 18."
clihrcd830dlmqm0ho6bhdi7d,Vaccine Services
clihr9t510d28o70hmijrp8pi,CALL FOR MORE INFORMATION
clihmubex0cowo70hs87qef92,BreakSpot Meals
clihmnuf50clao70h0vm3bnlg,BreakSpot Meals
clihlxyvi0d1sqm0hv00i4jxj,BreakSpot Meals
clihln5eo0czaqm0hkdjiove5,BreakSpot Meals
clihlicrg0cxyqm0hovz6q4nq,BreakSpot Meals
clihl980r0cwcqm0h8zy87yr4,BreakSpot Meals
clihl27x70c7mo70hl0rk499s,BreakSpot Meals
clihl0gvn0c6io70hyk4xqb8d,BreakSpot Meals
clihkr4uv0csuqm0hq6t6iqq3,BreakSpot Meals
clihj5rlb0c08o70hqnkiltpz,BreakSpot Meals
clihj4uxu0bz6o70ha7zkj835,BreakSpot Meals
clihj0e1z0cquqm0h1r0ahq3g,BreakSpot Meals
clihiv3xs0cpaqm0h6bxrwa2o,BreakSpot Meals
clihityhc0bwwo70ha8023zt9,BreakSpot Meals
cligb518l09ggqm0hcy0wj5p8,They distribute food to homeless people on Wednesday
clig8cqhk085eo70h47kzge4o,"Hours: Weekly, 9:00 am - 10:00 am"
clig8b8790844o70hvkog9lej,"Driver's License and Utility Bill required.

https://www.facebook.com/newlifechurchtampa/"
clig3792c07pso70heudnw871,"Hours: Weekly, 8:00 am - 9:00 am"
clig2ph4a07oio70h1dmiz2c6,"Hours: Weekly, 12:00 pm - 1:00 pm"
clig1mbny08eiqm0hrmxozvic,"Hours: Weekly, 9:00 am - 12:00 pm"
clifv2r6h075ko70h3k4wccny,"Call for appointment.

Photo ID required."
clif3lih606g6o70hap020u47,"Hours: Weekly, 10:00 am - 12:00 pm"
clif2wno506awo70hkvs49qhx,Hours: Biweekly
clif2q0c4069so70helw6hh36,"Hours: Weekly, 9:00 am - 3:00 pm

https://www.facebook.com/familyoffaithchurch"
clieyq94406ffqm0hgt4en7j7,Must take 1/2 hr class to earn 1 token per bag of groceries. 1/2 classes run consecutively starting a 9:30am.
clieuf9kw04n2o70hswo2ksnr,Contact Person: Easom Bond
clieudmrr05d2qm0hh2ininz4,Contact Person: Marie Damian
clieuc49804mqo70hcfe8i4he,Contact Person: Michael Gonzales
clieu9u9u04meo70hliui5sqy,Contact Person: Gary Roellchen
clieu81kk04m6o70hj6oir2zo,Contact Person: Ron Holmquest
clieu53et04lco70h52p6hepf,Contact Person: Tammy Simons
clieu3wl205cqqm0h7q01g104,Contact Person: Randy Kelley
clietw9mh04kko70hukj3vzji,Contact Person: Lois Jacques
clietue2x05b8qm0hnvgjs0t9,Contact Person: Randy Kelley
clietsvpr05aiqm0h0tkv0rpg,Contact Person: Larry Chaput
clietqo1705a6qm0h2lgzx9io,Contact Person: Amy Zabokrtsky
clietomv704jio70hdzputxxw,Contact Person: Anthony Scheer
clietn20o059uqm0htzbiexxh,Contact Person: Anita McDiffett
clietl9g6059kqm0h636nrded,Contact Person: Carla Malone
cliethvgr0596qm0hy1bmnj2p,Contact Person: Mary Hendricks
clietav6f0588qm0hvc0ikf9u,Contact Person: Theresa Snieder
cliet8x1u04i8o70hvjz4iohd,Contact Person: Brenda Brown/Marilyn Mitchell
cliet7xz404hso70hn7bg6rkz,Contact Person: Connie/Julie Smith
cliet2n9204h2o70hqxyotxy7,Contact Person: Velta Glenn
cliet0vli056cqm0h2jhy401a,Contact Person: Gerald Fitch (Jean)
cliesyzvu04gso70hug4vidf4,Contact Person: Stacey Howe
cliesxpkl055yqm0hw3z8nx52,Contact Person: Patty Bultman
cliesvspd055mqm0hi6m0toed,Contact Person: Christine Ruiz
cliestbg804g8o70hekyh4tps,Contact Person: Ronda Leiker
cliess1x6054gqm0hfn0czthw,Contact Person: Sandy Smith
cliesq3tb04fwo70hij6ha2g2,Contact Person: Bettina Devine
cliesnsuu04fmo70hme4ptfo5,Contact Person: City Clerk
cliesmsek053hqm0hunbybe0h,Contact Person: Louise Greenberg
cliesl30b04f8o70hxrbhi7r1,"* They also provide government commodities every other month (must be income eligible/proof of lower income required). 
* Must reach out to Mike Ison (information provided at the pamphlet at the local offices)."
clieksd1303hfqm0hy1738fbo,Contact Person: Sue Kirchhoff
cliekr1j2033vo70hx9qz9y4k,Contact Person: Don Warren
cliekna4m03h3qm0hwhb2vrsr,Contact Person: Elizabeth Mumm
cliekldab0335o70ht3cja51y,Contact Person: Heather Bracht
cliekjh7n03gtqm0hy2vz13ss,Contact Person: Cameron Taylor
cliekhptf03gjqm0h82vzqfmz,Contact Person: James Brown
cliekdjby03gbqm0hkbj0joyo,Contact Person: Lavina Wall
cliekavab03ftqm0hdt0vgieo,Contact Person: Patricia Torres
cliek7ix703fjqm0hn3janq6t,Contact Person: Cheryl Stevenson
cliek60gx0319o70hbeda6vzt,Contact Person: David Chiles
cliek2n8d0311o70hdwopm02c,Contact Person: Ray Poulson/Chuck Yockey
cliek1wut0309o70hsws0hmqz,Contact Person: Kenneth Ollie
cliejzr9003dzqm0h1ri3n5i9,Clothing is open every Wednesday from 9:30am to 11:30am and 1:30pm to 3:30pm. Clients can come once a month.
cliejz32602zpo70hm4yq871s,Contact Person: Sherrie Hopkins
cliejuaq003d7qm0hro6il8fy,Contact Person: Gina Terry
cliejt55a03cxqm0h0cjm6nl9,Contact Person: Mae Lois Fields
cliejolxf03clqm0h3w88pyd3,"Contact Person: Kim Landers

On-site registration required"
cliejn8ml02z3o70ho15r5vnr,Contact Person: Scharlene Porchia-Washington
cliejlz6d02yno70hkr8mhnit,Contact Person: April Kelly
cliejjwa802yfo70hskuz31hk,Contact Person: Kaylie Mistretta
clieji88z02y7o70h8fcntf3p,Contact Person: Sue Villarreal
cliejguzt02xzo70ha1mk4c77,Contact Person: Stephanie Guy
cliejf4p703bjqm0hc51qibwd,Contact Person: Amber Ives
cliejb3rv03axqm0hkijbr359,"* The distribution is every two months and emails with dates are sent to the patrons at the beginning of the distribution month, it's in the local paper and on the digital announcement board on Main Street.
* Low income guidelines from the state are in place for this distribution group (*please present proof of lower income*)."
cliej9jp502xno70htcjxkuk5,Contact Person: Darren Woodson
cliej8kit03amqm0h79cjd1yq,Contact Person: Michelle Pryor
cliej7fmy02xdo70hanc3yhxz,Contact Person: Derek Tyler
cliej6dx102x1o70hibgc1l3j,https://www.facebook.com/cccscott/
cliej3xij02wto70hase8xfpm,Commodities distribution every 3rd Wednesday of the month from 9-10 am.
clieixxwl02w5o70hx4kwaaz1,Contact Person: Darla Williams
clieiwrg902vxo70hiatwnt6x,Contact Person: Cathy Berry
clieivel8039gqm0hxlya3tvx,Contact Person: Marlys Yarnell
clieisg9u02v1o70he8n8hpdx,Contact Person: Shelly Dewald
clieirdlq0396qm0hjt3qnxgv,Contact Person: Larry Concord
clieipg3f02u3o70h4ay5ph6i,Contact Person: Ruth Ann Bigge
clieioli902tdo70hio78jyiw,Contact Person: Jennifer Staab
clieinc6c038qqm0h5jartgko,Contact Person: Mary Zerr
clieilmmu02t5o70hpleumgfj,Contact Person: Ryan Likes
clieikbe102szo70hplatfuy8,Contact Person: Donna Grizzle
clieiiqhh02sro70htertu5mc,Contact Person: Sharon Kirk
clieig6z202sjo70hzhx38nr8,Contact Person: Chelsa Nabity
cliege3hz02qho70hx30mhpy8,Contact Person: Marriah Sis
cliegcd6402q9o70hxmpsd8gg,Contact Person: Janet Heyka
clieg4fiv034wqm0h3be2yh60,Contact Person: Carla Strnad
clidrpuc702d1o70hmq2dngn5,Contact Person: Kathy Larson
clidro37j02maqm0hah96ijor,Contact Person: Thomas Ray
clidrmmy602m2qm0h04aywa3t,Contact Person:  Pastor Tim Carey
clidricx602lcqm0hzn3j35d6,Contact Person: Genevieve Magee
clidrh92o02bpo70h4h9s7dns,Contact Person: Sharon Frick
clidrg6cn02bho70hs8596i6u,Contact Person: Tiffany Ailstock (Traci)
clidre5y502l4qm0h92r6qigz,Contact Person: Ethel Carter
clidrcc5302b5o70h76g29mr1,Contact Person: Sue Brown
clidraj4y02axo70hpp3431et,Contact Person: Angie Sauvage
clidr6zhr02aho70hgeaq3g54,"Catholic Charities of Staten Island Food Trucks: (718) 447-6330, Ext. 2884"
clidqv54g02kgqm0htuwgd47p,Contact Person: y Carla Malone
clidqt01x02a1o70h8y3pgtgp,Contact Person: Ted Stapleton
clidqqt0f029ro70hia5kk8z6,Contact Person: Ben Night
clidqp6io029jo70hb5ve9rg7,Contact Person: Saundra Long
clidqnx90029bo70h2362pviy,Contact Person: Mallory Hosler
clidqlnpp0291o70hi73qiaq6,Contact Person: Jana Van Meter
clidq77ew02jiqm0hez1j5pc1,Contact Person: Adrian Hunley
clidq3ey10283o70h2blach3p,Contact Person: Pamela Reed
clidq1nq20271o70h9kco3mjl,Contact Person: Frank McManus
clidq058z026to70hporj6613,Contact Person: Leah Buikstra
clidpyf5r026jo70h90qf4q7x,Contact Person: Lillian Conway
clidpwzzx0267o70h2z8n2j3j,Contact Person: Vickie Pruitt
clidpv9iv02i3qm0h67m5h2ku,Contact Person: Scott Perkins
clidppvu6025vo70hc1j9qekb,Contact Person: Barber Harper
clidpob3y025no70hugg2k8xj,Contact Person: Jackie Wright
clidpm1bk02h1qm0hbk7yg8rm,Contact Person: Mary Vanover
clidpij8y02ghqm0hi09y722f,Contact Person: Yvonne Schmidt
clidphhxg02g9qm0hu1fdakdp,Contact Person: Don Janssen
clidpg1wj024zo70hy9uphmza,Contact Person: Jackie Aday
clidpdsz602g1qm0h535kg9in,Contact Person: Becki Richardson
clidpb8gb023lo70h9eg0av9y,Contact Person: Elaine Puckett
clidp8bg8023do70h6es9vmn1,Contact Person: Debby Wilson
clidp6oh10233o70h6s3z5hhs,Contact Person: Ruth Felts
clidp3xgd022ro70hbe96l0f1,Contact Person: Linda Follett
clidp2d8o02e9qm0hsy2vvdch,Contact Person: Scott Petersen
clidoys1q02dbqm0hgff983xx,"Must be a resident of Montgomery county with qualifying incomes.


ID must show you reside in this county."
clidowura0225o70hcosigsew,Contact Person: Randy Beeman
clidouh7v02czqm0hcp21x1xe,Contact Person: Jean Brummer
clidorr560219o70h6fvueffy,Contact Person: Rachel Ducote
clidoomxv020no70hyg0c5989,Contact Person: Gordon Schrader
clidolwrh02b9qm0heqd2g495,Contact Person: Steve Norsworthy
clidok1pv02axqm0hdio7suz4,Contact Person: Dennis McDowell
clidnm0ne01x5o70h7b7n5wcu,Contact Person: Linda Smith
clidnix0z0257qm0hin2fratj,Contact Person: Terry Bolte
clidngrip024rqm0he5f7ezie,Contact Person: Ashley Lyhane/Michelle Lindeen
clidnenm401wno70h947bowdj,Contact Person: Jana Dietrich
clidnd7zo023qqm0hd8yh7owk,Contact Person: Norma Horinek
clidnb2gg022sqm0hrwjf7963,Contact Person: LouAnn Bowlin
clidna1mj022iqm0h9pbvlwlc,Contact Person: Gayla Ratzloff
clidn6ezc0226qm0huj4b6x59,Contact Person: Ciara Cox
clidn56iu021yqm0h03kgsblf,Contact Person: Denise Klein
clidn33dq021oqm0h8l2yojb5,Contact Person: Mary Jane Grimmett
clidmzqnr01uxo70hytp1by6c,Contact Person: Billy Alcorn
clidmx8660218qm0hvyd2zmeq,Contact Person: Mike Hamman
clidmv7sw01u1o70h9f5gv8dy,Contact Person: Brian Shintaku
clidmtmw001tpo70hgeqdjrb2,Contact Person: Kathy Jackson
clidmraor020kqm0hu4t88ets,Contact Person: Donnette Ellegood
clidmp7hw01sto70h21m09nbd,Contact Person: Lorna Turley
clidm52el01uwqm0htx1mvaqt,Contact Person: Paul Kana
clidm3hwj01tiqm0h97oyz45w,Contact Person: Mike Kratky
clidm1zba01ssqm0hv23phm4m,Contact Person: Becky Rathburn
clidlyvu201n7o70h7d04nn86,"Contact Person: Ardella Wallace

https://www.facebook.com/PCAF1701/"
clidlwcr201qiqm0h4ug4sgu3,Contact Person: Iris Arnold
clidltrm601pgqm0h8m300vty,Contact Person: Theresa Leonardo
clidlrujy01k0o70hipwdydpa,Contact Person: Virginia Davis
clidlq41001imo70haldwfprj,"Those desiring to receive distribution are asked to provide a photo ID, proof of  local residency (local address on a utility bill)."
clidlo4zj01mgqm0hrxhl42x3,Contact Person: Jeffrey Blackburn
clidlmhnn01m6qm0hr8plh8q4,Contact Person: Anita Drake
clidljbbu01h0o70hi4dl4ysg,Contact Person: Amanda Peterson
clidlhhsy01koqm0hn6jtwdct,Contact Person: Bill Rast
clidlfdsj01kaqm0hp5lwjvd7,Contact Person: Cindy Beals
clidle0a601jwqm0h1v7fkoou,"Serving residents of Spring Hill,Gardner, Hillsdale, Paola and Olathe (zip code 66062) only.

Please bring a photo id and proof of residency (current utility bill, rent agreement, mortgage statement, etc) for each adult in the household. If possible, please bring a social security card for each child."
clidlaozc01ivqm0h3k6m00y1,Contact Person: Edgar Montufar
clidl6f4501dyo70hz83t7r4d,Contact Person: Jacque Williams
clidl4jyj01inqm0hz1pzovus,Contact Person: Chantel Vacek
clidl2a3201deo70hgocq3m3h,Contact Person: Barb Mizner
clidl0v0z01d6o70hes6tqar8,Contact Person: Glennys Barnes
clidkt2bg01gdqm0hp04oz9yf,Contact Person: Lynn Luck
clidkrhjs01flqm0h2fgmlyyd,Contact Person: Lynn Luck
clidko2m801e5qm0hn2dkaefy,Contact Person: Ashley Burns
clidkm14m01ctqm0hunlemv1k,Contact Person: Sterling Hall
clidkjnfj019so70hcg8g6fam,Contact Person: Lynette Erb
clidkiemp019ko70hwqt9bfdc,Contact Person: Alice Page
clidkg9aa0188o70h3jf9695x,Call and/or check their website before going to see any updates.
clidkdjp8017qo70hy8kowqzu,Contact Person: Rebecca McCaskey
clidkaigo019rqm0h01efde1f,Contact Person: Rae King
clidk8zbh019jqm0hcdyr32d5,Contact Person: Amanda Mabry
clidk732v017eo70hb4krxncd,Contact Person: Jennifer Wolff
clidk298a016oo70huc8y0c85,Contact Person: Stuart Woodie
clidk0bn3016eo70hvxfnv45i,Contact Person: Kathy Massoth
clidjyy2u015co70hbl5pa9j5,Contact Person: Lucy Watie
clidjunwp014oo70hi22zjqoo,Contact Person: Esther Clark
clidjr5xy0146o70h7pe4b7k3,Contact Person: Crystal Behanna
clidjp5f0014zqm0hwy4cjgnf,Contact Person: Christy Mense
clidjlv76014lqm0h28ibki96,Contact Person: Brittany Lewis
clidjk1ri0132o70hk7v3iu1l,Contact Person: Brittany Lewis
clidjixfa0149qm0h6iddgl93,Contact Person: Debbie Johns
clidjfaia0112o70hv8qcdtok,Contact Person: Michelle Graf
clidjczwd011rqm0hyru674us,Contact Person: Captain Roberto Davilla
clidjbln100zgo70hve1comhc,Contact Person: Vicki Kolbeck
clidj99bu00yio70h75a4cy6v,Contact Person: Clay Rupp
clidj7mg800x6o70hpwxhm9e8,Contact Person: Lt. Chelsea Barnes
clidh5ocz00oyqm0h2kcky9ym,Contact Person: Dolly
clidg6agt00hto70hr2povpem,Contact Person: Anita Hoffhines
clidg4sr500gro70hzh1hlq5u,Contact Person: Brandon Nimz
clidg3vqg00fho70hlu1zqz21,Contact Person: Andrea Schmidtberger
clidg2lw300f5o70hf02oe91k,Contact Person: Debra Staab
clidg1jri00g1qm0hh652jre1,Financial requirements must be met.
clidfyxdf00f1qm0hrco5xd3w,Contact Person: Donna Kaminska
clidfxt7000elqm0h78c8lcv8,Contact Person: Debra Tousey
clidfwov700dpqm0ha80c3z0f,Contact Person: Delbert Lampson
clidfviri00efo70h5em56ogh,Contact Person: Rhonda Clair
clidfnoae00dno70h50p7zb6g,Contact Person: Rhonda Clair
clidfmid700ciqm0h3mcq257u,Contact Person: Laura Ferguson
clidfjo1i00cyo70hrsrz2t86,"Call a day before coming. 

For first time client needs to fill out form."
clidfi1i500cqo70h3bfvfio9,Contact Person: Mary Johnson
clidfh6pj00byo70hcrhszoh0,Contact Person: Jadon LaRue
clidfd0pm00boo70h46tt5z3t,Contact Person: Diane D. Edwards
clidf9heu00azqm0hq8896wmk,Contact Person: Linda Ralston
clidf77d700anqm0hwykgps4k,Contact Person: Laura Wilson
clidf5t7z00adqm0hg7arweji,Contact Person: Jan Walters
clidf42np00a3qm0h51dhab9v,Contact Person: Tielia High
clidf37ty009nqm0hmrghnyzy,Contact Person: Paula Krizek
clidf1dsk008nqm0hg8yc1l6k,Contact Person: Eric Johnson
clideyu1v0083qm0hpx4qwy60,Contact Person: Bill McReynolds
clidexje9008xo70hxlgbzl5s,Contact Person: Patrice Williamson
clidev107008no70h76lqxqiz,Contact Person: Mari Wallrabenstein
clidepuml006fqm0hkfaiqnz5,Contact Person: Ivy D Beals
clidencsq007ao70hy1mmmy64,Contact Person: Joann Malone
clidelsy50067qm0h0vcuby1g,Contact Person: Stan Wahlmeier
clidek2et006yo70h24zqk64e,Contact Person: Patricia
clidefku7005wo70hvk1ngcfg,"Client can visit every other month.

On-site registration required"
clideemk8004fqm0hs3nhcb5d,Contact Person: Roxana Marcotte
clidecj9l0045qm0hf4ckj79y,Contact Person: Darla Bebber
clide9669003rqm0hpoxwzuj3,Contact Person: Jessica Presler
clide6eg7004qo70hxhl016k8,Contact Person: Amanda Nichols
clide3avl002zqm0h0cl8blgb,Contact Person: Trish Halstead
cliddzijx003ao70ht9hquouy,Contact Person: Mary Ann Cunningham
cliddx8jq002oo70hyjd983xw,Contact Person: Amy Zortz
cliddukpi0028o70hw27upo4a,Call first to make an appointment.
cliddrmsc001kqm0h457hgt75,Contact Person: Nancy Hurd
cliddq1j6001cqm0hcr2r9ggy,Contact Person: Diana Clanton
cliddnyv30010qm0h1v9pzv0b,"Peru senior Center is a non-profit organization created for the care and attention of low-income older people living in Cusco, Peru."
cliddjzf0000ao70h7suvnhwq,Contact Person: Tonya Peel
cliddiksm0000qm0h543mkgl9,Contact Person: Teresa Campbell
cliddh2q40002o70h97fjodx1,Contact Person: Mike Miller
cliddf47l00hin00h8z5agpa5,Contact Person: Genevieve Hood
clid2xnhx00huo80hwqvl3jf4,Contact Person: John Pilcher
clid2qfu302r6rn0ffps8v2ul,Contact Person: Don Remington
clid2nidh00hmo80hr2uu363q,Contact Person: Dan Maltby
clid2lbe902qyrn0fnsivdr70,Contact Person: Cathy Iverson
clid2jcc400heo80hxluvpsw2,Contact Person: Rebecca Shinn
clid2i2a800h0o80hlt2pojdk,Contact Person: Jacqueline Sellers
clid2ewv902q6rn0fuc1z1m0f,Contact Person: Karen Sessler
clid2ddb300gqo80hwu6jsjjg,Contact Person: Lynn Fleming
clid2ar8k00gko80h2ya2b5rz,Contact Person: Chris Hughes
clid28qx800gco80h1939bxd2,Contact Person: Kim Bottorff
clid276l200g4o80hdl3ejlm3,Contact Person: Dan Coltrane
clid115gm02p6rn0fmau73afy,Contact Person: Barbara Leavitt
clid0y1hq02oern0fz6ux3jkw,Contact Person: Rhonda Cumplido
clicbbx6h00uto80fw5d3cofr,Call for pantry details.
clic4jg2m0hlst50htm3cik08,Delivering a weeks worth of lunches to transportation disadvantaged families with children
clic3izfp0hd8pn0h7upaw1t3,Call for details.
clibznqmi0gp6pn0habs7m2n2,BreakSpot Meals
clibyezqr0fart50hjpv44cz2,Schedule: 24/7/365
clibjk1iz0bygt50h8z6hksm6,Enrolled students only not open to the public.
clibf1uwn0awgpn0hqnf6tapk,Enrolled students only.
cliafyg9v07cst50hrongitw0,Family Shelter
cliac077305jbpn0h445spl8k,"6/9, 6/23, 7/14, 7/28
3:00-4:30 pm"
cliab1e2505efpn0hzkm7n796,"6/6, 6/20
11:00 am-1:00 pm"
cliaazd4x05dlpn0hfg4rk2x4,"June 5- June 29 (closed Fridays)
July 10 – July 20 (closed Fridays)
12:00 to 12:30 pm
*Site closed July 3 –7, 2023"
cliaax60o060gt50homtm3maj,"june 6 -June 29 (Closed Mondays ; not serving meals on Fridays)
July 5- July 20  (Closed Mondays ; not serving meals on Fridays)
12:00 to 1:00 pm*Site closed July 4, 2023"
cliaaoxdm05cnpn0hakmy7spt,"May 31- June 29 (Mon-Thur; closed Fridays)
12:15 pm to 12:45 pm"
cliaajl7w05x6t50hckpdm7cg,"420 E Gibson St, Arcadia, FL 34266
May 31 – June 29 (Mon-Thur; closed Fridays)
11:30 am to 12:40 pm"
cliaagtek05vat50hn8tl1hfi,"June 5 – June 29 (closed Fridays)
July 10 – July 20 (closed Fridays)
12:00 to 1 pm
*Site closed July 3-7, 2023"
cliaa839f05swt50hnvbz1kuh,"June 5 to July 20 (Mon-Thur; closed Fridays)
Breakfast 7:00-7:30 am
Lunch 12:00-12:30 pm"
